kepid,kepler_name,koi_disposition,koi_score,koi_period,koi_sma,ra,dec,koi_kepmag
8266276,,FALSE POSITIVE,0.0220,0.837898153,0.016,301.469300,44.159649,15.720
8278371,Kepler-780 b,CONFIRMED,1.0000,0.677374687,0.015,281.766390,44.292549,13.326
8283875,,CANDIDATE,0.9370,0.800263219,0.014,284.772670,44.249371,15.695
8285970,,FALSE POSITIVE,0.0000,0.562498925,0.0127,285.958740,44.254719,14.792
8288719,,FALSE POSITIVE,0.0000,0.755049082,0.0138,287.359710,44.294991,13.276
8288741,,FALSE POSITIVE,,0.659299289,0.0142,287.367860,44.273220,14.499
8295671,,FALSE POSITIVE,0.0000,0.981399749,0.0192,290.360200,44.273361,14.652
8308260,,FALSE POSITIVE,0.0000,0.973160836,0.02,294.868130,44.283199,15.238
8330548,,FALSE POSITIVE,,0.9570701,,301.016720,44.233841,14.446
8330575,,FALSE POSITIVE,0.0000,0.957079167,0.0194,301.020900,44.232239,13.484
8391983,,CANDIDATE,0.1180,0.70965042,0.0148,299.772280,44.363022,15.444
8397446,,FALSE POSITIVE,0.0000,0.986620248,0.0197,301.400670,44.318039,15.022
8397675,,FALSE POSITIVE,0.7620,0.553261874,0.0145,301.475770,44.319759,13.501
8398290,,FALSE POSITIVE,0.0000,0.510804497,0.014,301.700320,44.380005,11.513
8411947,,FALSE POSITIVE,0.0000,0.898837525,0.0168,282.887360,44.439110,15.300
8416523,Kepler-1604 b,CONFIRMED,0.9960,0.341842017,0.0089,285.410610,44.412209,14.915
8432034,,FALSE POSITIVE,0.0000,0.83620025,0.0174,292.305940,44.459366,20.003
8435247,,FALSE POSITIVE,0.9740,0.696125302,0.0133,293.539000,44.494919,15.464
8443265,,FALSE POSITIVE,,0.614701901,0.0126,296.205690,44.498989,15.893
8444552,,FALSE POSITIVE,0.0000,0.589049151,0.0122,296.606720,44.472919,13.643
8479107,,FALSE POSITIVE,0.6700,0.76757669,0.014,284.125610,44.550571,14.952
8487645,,FALSE POSITIVE,0.0000,0.530967987,0.0163,288.850280,44.596939,12.717
8487805,,FALSE POSITIVE,0.0000,0.530959357,0.0121,288.941310,44.593922,15.049
8508126,,FALSE POSITIVE,0.0000,0.980505042,0.0191,296.347990,44.501961,15.198
8517433,,FALSE POSITIVE,0.0010,0.652956712,0.0151,298.782680,44.574650,13.506
8521059,,FALSE POSITIVE,0.0000,0.535578808,0.0135,299.750210,44.561981,13.940
8524110,,FALSE POSITIVE,0.0000,0.79708975,0.0167,300.558230,44.570061,13.391
8526387,,FALSE POSITIVE,0.0890,0.772803664,0.0143,301.354580,44.524948,15.856
8527297,,CANDIDATE,0.6380,0.58730021,,301.661800,44.577499,14.010
8552498,,FALSE POSITIVE,,0.530967162,0.0132,288.867340,44.615730,13.586
8552500,,FALSE POSITIVE,0.0000,0.530972263,0.0131,288.867610,44.648022,15.016
8552540,,FALSE POSITIVE,0.0000,0.530967171,0.0128,288.890410,44.617020,10.292
8558011,Kepler-607 b,CONFIRMED,1.0000,0.638162933,0.0135,291.057220,44.632381,14.405
8559796,,FALSE POSITIVE,0.0000,0.619303759,0.016,291.705810,44.618542,13.154
8561063,Kepler-42 c,CONFIRMED,0.0000,0.453287416,0.0059,292.219060,44.619160,15.920
8573168,,FALSE POSITIVE,0.0010,0.89628253,0.0176,296.509250,44.625912,15.248
8588377,,FALSE POSITIVE,0.0000,0.99466172,0.0182,300.439000,44.663319,14.997
8590527,,FALSE POSITIVE,0.2280,0.739769962,0.0165,301.048220,44.603031,11.634
8608490,,FALSE POSITIVE,0.0000,0.541405029,0.0125,284.167180,44.779369,14.771
8616873,,CANDIDATE,0.0000,0.576078683,0.0131,288.700870,44.707680,15.237
8620561,,FALSE POSITIVE,0.0000,0.782046543,0.0139,290.267210,44.711441,16.784
8620565,,FALSE POSITIVE,0.0000,0.782045734,0.0169,290.267670,44.712849,14.912
8639155,,FALSE POSITIVE,0.0000,0.603351522,0.0161,296.788020,44.769600,12.959
8639908,,CANDIDATE,1.0000,0.910020582,0.0151,297.003540,44.775089,15.381
8645191,,FALSE POSITIVE,0.0000,0.918921494,0.018,298.299530,44.788990,15.606
8652360,,FALSE POSITIVE,0.0000,0.96807117,0.0174,300.235870,44.769520,15.247
8652360,,FALSE POSITIVE,0.0000,0.968065631,0.0174,300.235870,44.769520,15.247
8673511,,CANDIDATE,0.4490,0.757261281,0.0163,284.295650,44.895859,14.024
8677057,,CANDIDATE,0.9670,0.694611128,0.0137,286.310520,44.838188,15.700
8687088,,FALSE POSITIVE,0.0000,0.905037231,0.0193,291.002870,44.899452,11.075
8694309,,FALSE POSITIVE,0.0000,0.827351796,0.0165,293.806700,44.867352,12.900
8703491,,FALSE POSITIVE,0.0000,0.616343903,0.0151,296.819820,44.869434,12.190
8712863,,FALSE POSITIVE,0.1680,0.532493086,0.0156,299.250920,44.856091,11.238
8737796,,FALSE POSITIVE,0.0000,0.885747456,0.0248,284.282530,44.987228,12.686
8738244,,FALSE POSITIVE,0.0000,0.683082998,0.0225,284.495610,44.988121,8.163
8741367,,CANDIDATE,1.0000,0.9886684,0.0222,286.291290,44.920082,12.551
8757910,,FALSE POSITIVE,0.0000,0.655001616,0.0168,293.534150,44.971111,13.371
8758136,,FALSE POSITIVE,0.2560,0.998212785,0.0199,293.613370,44.975422,15.544
8758161,,FALSE POSITIVE,0.0000,0.998217563,0.0213,293.620540,44.967281,12.457
8767034,,FALSE POSITIVE,0.0000,0.58640848,0.0119,296.670440,44.959839,14.280
8804845,Kepler-1067 b,CONFIRMED,0.9940,0.762132307,0.0162,285.387420,45.049049,14.305
8846809,,FALSE POSITIVE,,0.778705577,0.0205,300.633030,45.076660,10.152
8847111,,FALSE POSITIVE,0.0000,0.575884418,0.014,300.719270,45.096050,15.024
8848104,,FALSE POSITIVE,0.3030,0.824851807,0.016,300.994870,45.078861,12.372
8848115,,FALSE POSITIVE,0.0000,0.82484293,0.0209,300.998840,45.076019,12.721
8895758,Kepler-1427 b,CONFIRMED,0.8770,0.968980781,0.0197,295.349670,45.114552,15.415
8914779,,FALSE POSITIVE,0.0010,0.987338654,0.0203,300.778750,45.110222,11.511
8947520,Kepler-1264 b,CONFIRMED,0.9800,0.968527683,0.0191,289.884370,45.211498,14.511
8949316,,FALSE POSITIVE,0.9550,0.604358764,0.0106,290.518950,45.235371,16.182
8953281,,FALSE POSITIVE,0.1670,0.78430061,0.0145,291.930630,45.220020,15.156
8953296,,FALSE POSITIVE,0.0000,0.784294574,0.0174,291.938690,45.222198,13.901
8955709,,FALSE POSITIVE,0.0000,0.942997994,0.0166,292.859800,45.205791,15.878
8971432,,FALSE POSITIVE,0.0000,0.6243875,0.0122,297.573490,45.233299,15.487
8977176,,FALSE POSITIVE,,0.50948306,0.0119,298.877380,45.203979,13.545
8984755,,FALSE POSITIVE,0.0000,0.734573766,0.0151,300.949250,45.247952,14.617
9027841,,FALSE POSITIVE,0.0000,0.503999678,0.0103,293.952210,45.318260,15.498
9030447,,FALSE POSITIVE,,0.56669006,0.0147,294.790010,45.391621,13.440
9044228,Kepler-1039 b,CONFIRMED,1.0000,0.934885365,0.0184,298.326600,45.315510,14.145
9049010,,FALSE POSITIVE,0.0000,0.687004402,0.017,299.622770,45.364079,13.316
9079915,,FALSE POSITIVE,0.0070,0.812678859,0.0183,287.899350,45.417488,13.513
9083470,,FALSE POSITIVE,0.0000,0.91842238,0.0173,289.721680,45.439758,15.899
9083503,,FALSE POSITIVE,0.0000,0.91839938,0.0174,289.733060,45.437950,15.908
9083564,,FALSE POSITIVE,0.0000,0.918420801,0.0191,289.760500,45.455608,12.434
9084778,,CANDIDATE,0.0000,0.592243731,0.0116,290.280940,45.464260,15.653
9087580,,CANDIDATE,0.9810,0.770658979,0.0154,291.372220,45.468102,15.132
9092504,Kepler-1322 b,CONFIRMED,1.0000,0.962864171,0.0183,293.204530,45.435398,15.810
9093566,,FALSE POSITIVE,0.0000,0.94356284,0.0227,293.571080,45.413639,12.749
9101400,,FALSE POSITIVE,0.0000,0.829019343,0.0184,296.034850,45.490822,14.661
9110346,,FALSE POSITIVE,0.0000,0.895276162,0.0183,298.341920,45.407669,16.397
9110357,,FALSE POSITIVE,0.0000,0.895277575,0.0231,298.344210,45.409920,13.574
9149789,,CANDIDATE,0.9890,0.352515897,0.0092,289.858890,45.503841,14.867
9153554,,FALSE POSITIVE,0.0220,0.373684977,0.0102,291.389650,45.527168,15.688
9163674,,FALSE POSITIVE,0.0000,0.773144492,0.0187,295.288450,45.518337,13.833
9203154,,CANDIDATE,1.0000,0.839907158,0.0162,284.125210,45.628052,15.695
9210823,,FALSE POSITIVE,0.0000,0.828206212,0.0198,288.441530,45.609001,11.743
9210828,,FALSE POSITIVE,0.0000,0.82820657,0.0149,288.444550,45.612671,13.221
9220612,,FALSE POSITIVE,0.0000,0.979161676,0.0184,292.793330,45.628262,15.278
9221517,Kepler-1173 b,CONFIRMED,0.9950,0.769854899,0.0157,293.131100,45.663551,13.829
9222516,,FALSE POSITIVE,0.0000,0.63938062,0.0155,293.529970,45.664330,13.725
9289960,,FALSE POSITIVE,,0.53345831,,295.345860,45.768803,11.957
9301506,,FALSE POSITIVE,0.0000,0.605223042,0.0128,298.787990,45.774220,15.248
9328852,,FALSE POSITIVE,0.0000,0.64585177,0.0115,284.997130,45.886688,15.330
9328864,,FALSE POSITIVE,0.0000,0.645850521,0.0136,285.003540,45.887951,14.107
9353742,Kepler-1523 b,CONFIRMED,1.0000,0.938750221,0.0185,296.054050,45.827049,14.860
9366886,,FALSE POSITIVE,0.0000,0.633514386,0.0122,299.939270,45.833210,14.971
9388479,Kepler-732 c,CONFIRMED,0.7040,0.893040969,0.0143,283.732030,45.958771,15.073
9394601,,FALSE POSITIVE,0.0270,0.876826336,0.0181,287.153140,45.983829,12.290
9394605,,FALSE POSITIVE,0.0000,0.87683182,,287.156130,45.979259,15.397
9402583,,FALSE POSITIVE,0.0000,0.536544193,0.0118,291.249240,45.921490,15.890
9402670,,FALSE POSITIVE,0.0000,0.536551592,0.0133,291.285770,45.953651,15.668
9456281,,CANDIDATE,1.0000,0.701944362,0.0125,287.805020,46.001160,15.397
9467404,Kepler-1323 b,CONFIRMED,1.0000,0.929906166,0.0191,292.872280,46.098881,12.410
9471755,,FALSE POSITIVE,0.0000,0.953734449,0.0214,294.488070,46.002289,12.771
9472074,,CANDIDATE,1.0000,0.558841234,0.0128,294.596560,46.048302,15.600
9473078,Kepler-1087 b,CONFIRMED,0.9970,0.693842661,0.0148,294.978820,46.005650,12.953
9474483,,FALSE POSITIVE,0.0000,0.512583041,0.0129,295.463410,46.011230,15.484
9474485,,FALSE POSITIVE,0.0410,0.512581525,0.0105,295.464510,46.016998,14.884
9474493,,FALSE POSITIVE,0.0000,0.512581697,0.0122,295.466580,46.012402,15.338
9475552,Kepler-1315 b,CONFIRMED,1.0000,0.843379985,0.0163,295.821440,46.053028,14.975
9518710,,CANDIDATE,0.0000,0.954388314,0.0233,288.238620,46.118061,11.872
9520443,,FALSE POSITIVE,0.0000,0.99014722,0.0182,289.204130,46.133911,15.896
9531850,,FALSE POSITIVE,0.0000,0.66234265,0.0149,294.086330,46.131641,17.332
9532637,,FALSE POSITIVE,0.0000,0.61496383,0.0123,294.359650,46.125389,17.453
9535876,,FALSE POSITIVE,0.0000,0.960843605,0.0197,295.557560,46.172241,14.920
9535881,,FALSE POSITIVE,0.0000,0.960842633,0.0215,295.559600,46.178040,13.402
9541089,,FALSE POSITIVE,0.0000,0.536650896,0.0124,297.274480,46.117908,13.956
9541094,,FALSE POSITIVE,0.0000,0.536654028,0.0128,297.275790,46.132751,13.805
9541144,,FALSE POSITIVE,,0.536650344,0.0145,297.286650,46.139839,13.921
9541163,,FALSE POSITIVE,0.0000,0.5366497,0.0129,297.293950,46.102341,15.449
9541295,,CANDIDATE,0.0000,0.536650319,0.0138,297.329710,46.136089,12.649
9574614,,CANDIDATE,0.0000,0.982090079,0.0176,284.967100,46.276260,15.933
9580167,,CANDIDATE,1.0000,0.827151296,0.0172,288.181980,46.246181,14.992
9591070,,FALSE POSITIVE,0.0000,0.764174368,0.0174,293.076630,46.218010,14.361
9592831,,FALSE POSITIVE,0.0000,0.609668222,0.0137,293.760860,46.231201,16.678
9592855,,FALSE POSITIVE,0.0000,0.609662423,0.0169,293.770140,46.236580,12.216
9596187,,FALSE POSITIVE,0.6690,0.953299962,0.0188,294.991210,46.223572,14.538
9597729,,FALSE POSITIVE,0.0000,0.438153876,0.0113,295.547550,46.287682,14.840
9597729,,FALSE POSITIVE,0.1310,0.87630504,0.018,295.547550,46.287682,14.840
9640439,,FALSE POSITIVE,0.0520,0.873227249,0.0188,287.692720,46.366928,15.153
9640649,,CANDIDATE,0.9710,0.862329309,0.0177,287.812870,46.340569,15.769
9642018,,CANDIDATE,0.0000,0.505111993,0.0119,288.596830,46.326038,15.544
9644411,,FALSE POSITIVE,0.0160,0.379412331,0.009,289.879150,46.322498,14.785
9644683,,FALSE POSITIVE,0.0000,0.585940879,0.0132,289.994080,46.304871,15.912
9652166,,FALSE POSITIVE,0.0000,0.646523404,0.0167,293.055690,46.342331,12.884
9655424,,FALSE POSITIVE,0.0000,0.51811818,0.0126,294.350740,46.311771,14.890
9692336,,FALSE POSITIVE,0.0000,0.687898282,0.0153,282.174100,46.456760,17.490
9692345,,FALSE POSITIVE,0.0000,0.687895191,0.0131,282.179410,46.457169,15.657
9692557,,FALSE POSITIVE,0.0000,0.571940563,0.0137,282.313510,46.419399,12.557
9711751,,FALSE POSITIVE,0.0000,0.855763492,0.019,292.457860,46.433380,13.788
9752973,,FALSE POSITIVE,0.0000,0.716709761,0.0149,282.194790,46.522888,10.047
9752982,,FALSE POSITIVE,0.0000,0.716709897,0.0146,282.198430,46.520290,12.224
9761199,,FALSE POSITIVE,0.0000,0.692015479,0.0122,287.143130,46.508060,15.692
9784222,,FALSE POSITIVE,0.0000,0.798200403,0.0173,296.988530,46.596882,14.613
9784230,,FALSE POSITIVE,0.0000,0.7981968,0.0169,296.990540,46.598999,17.579
9787239,Kepler-32 f,CONFIRMED,0.9960,0.742957911,0.0128,297.842410,46.574268,15.801
9790965,,FALSE POSITIVE,0.0000,0.82206761,0.0184,298.911620,46.586578,13.388
9813678,,FALSE POSITIVE,0.0000,0.505079006,0.0116,282.509000,46.634441,15.992
9822284,,FALSE POSITIVE,1.0000,0.969824139,0.0192,287.555080,46.682240,11.563
9825174,Kepler-1377 b,CONFIRMED,0.9930,0.740926358,0.0153,289.195470,46.651699,15.918
9837083,,FALSE POSITIVE,0.0000,0.623393802,0.0123,294.319430,46.619598,16.180
9852050,,FALSE POSITIVE,,0.94242156,,299.074860,46.658920,13.806
9873254,Kepler-653 c,CONFIRMED,1.0000,0.900375925,0.0186,282.212920,46.717819,13.387
9885417,Kepler-1446 b,CONFIRMED,1.0000,0.689967868,0.0141,289.423950,46.726170,12.411
9887224,,FALSE POSITIVE,0.0000,0.874629873,0.0165,290.302950,46.790810,14.107
9912977,,FALSE POSITIVE,0.0000,0.9439372,0.0182,299.426850,46.700150,13.726
9943435,,FALSE POSITIVE,0.0000,0.777663575,0.016,288.031520,46.827549,14.397
9944201,,CANDIDATE,0.7050,0.721522907,0.0134,288.490910,46.804989,15.069
9945280,,FALSE POSITIVE,0.0000,0.651731691,0.0142,289.097440,46.811081,13.879
9953736,,FALSE POSITIVE,0.0000,0.50818743,0.0144,292.852810,46.851360,13.313
9957351,,FALSE POSITIVE,0.0000,0.991105114,0.0162,294.354100,46.840851,16.948
9967771,Kepler-990 c,CONFIRMED,1.0000,0.53835407,0.0127,297.938200,46.881401,14.498
9993529,,FALSE POSITIVE,0.0000,0.790539912,0.0152,282.405940,46.904480,14.864
10006641,,FALSE POSITIVE,0.0000,0.894172544,0.0167,289.756530,46.952888,14.251
10024051,Kepler-1228 b,CONFIRMED,1.0000,0.577369336,0.0125,296.553070,46.966290,14.859
10028535,Kepler-1259 b,CONFIRMED,1.0000,0.663085361,0.0141,297.841490,46.967682,15.304
10034146,,FALSE POSITIVE,0.0000,0.93198504,0.0167,299.525270,46.917549,14.477
10090151,,FALSE POSITIVE,0.0000,0.527698548,0.0128,297.188750,47.093819,14.082
10095484,,FALSE POSITIVE,0.0000,0.677761275,0.0148,298.710720,47.037449,14.382
10129482,,FALSE POSITIVE,0.0000,0.846291334,0.0142,286.840360,47.173309,15.994
10140122,,CANDIDATE,0.6190,0.849362238,0.0169,291.458130,47.158630,15.357
10147276,,FALSE POSITIVE,0.0210,0.681401611,0.0157,294.164890,47.176281,15.385
10153827,,FALSE POSITIVE,,0.293630085,0.0084,296.334350,47.145580,15.822
10155321,,FALSE POSITIVE,,0.71059239,0.0182,296.772710,47.158539,13.362
10186945,,FALSE POSITIVE,0.0000,0.793663156,0.0159,281.440670,47.246471,14.549
10202759,,FALSE POSITIVE,0.0000,0.872952088,0.0204,289.802980,47.259159,12.335
10226343,,FALSE POSITIVE,0.0000,0.660655454,0.0161,298.137850,47.258560,15.666
10226420,,FALSE POSITIVE,0.0000,0.660663034,0.0157,298.157320,47.291660,14.784
10232693,,FALSE POSITIVE,0.0130,0.990516282,0.0206,299.849090,47.202560,13.405
10257903,,FALSE POSITIVE,,0.85574731,,284.084200,47.373589,15.482
10264202,,FALSE POSITIVE,0.0000,0.517573708,0.0116,287.423650,47.373341,15.777
10275766,,FALSE POSITIVE,0.0000,0.661749944,0.0161,292.544800,47.371910,15.396
10281221,,CANDIDATE,1.0000,0.582895412,0.014,294.612520,47.343262,14.972
10290447,,FALSE POSITIVE,,0.691561191,0.0128,297.592320,47.345360,14.353
10319385,,CANDIDATE,1.0000,0.689210173,0.0156,281.551180,47.469959,13.248
10338624,,FALSE POSITIVE,,0.607538435,0.0159,291.497220,47.463509,12.156
10340212,,FALSE POSITIVE,0.0000,0.93374894,0.0085,292.111150,47.452293,13.810
10340228,,FALSE POSITIVE,0.0000,0.93371313,0.0185,292.119720,47.485619,15.788
10341777,,FALSE POSITIVE,0.0000,0.933746709,0.0176,292.718170,47.469891,13.087
10341781,,FALSE POSITIVE,0.0000,0.93371211,0.0165,292.718870,47.470940,15.393
10341787,,FALSE POSITIVE,0.0000,0.93373716,0.0174,292.721980,47.454800,15.926
10341831,,FALSE POSITIVE,0.0000,0.933749941,0.015,292.738920,47.490730,14.960
10341878,,FALSE POSITIVE,0.0000,0.933753371,0.0216,292.760280,47.448299,13.231
10341905,,FALSE POSITIVE,0.0000,0.93374232,0.018,292.774840,47.451099,15.239
10341913,,FALSE POSITIVE,0.0000,0.933749106,0.0201,292.775880,47.461689,13.079
10341917,,FALSE POSITIVE,0.0000,0.93375241,0.0182,292.779540,47.452099,15.807
10342041,,FALSE POSITIVE,0.0000,0.933746515,0.0169,292.833010,47.495529,14.658
10342065,,FALSE POSITIVE,0.0000,0.93374614,0.0228,292.842130,47.483829,13.964
10342097,,FALSE POSITIVE,0.0000,0.933735579,0.0192,292.852360,47.498039,13.505
10342248,,FALSE POSITIVE,0.0000,0.93373458,0.018,292.911960,47.475040,14.760
10342316,,FALSE POSITIVE,0.0000,0.93376962,0.0185,292.936610,47.499931,15.318
10351767,,FALSE POSITIVE,0.0000,0.635069939,0.015,296.320280,47.406570,14.539
10363281,,FALSE POSITIVE,0.0000,0.934924739,0.0215,299.629520,47.479809,12.310
10363300,,FALSE POSITIVE,0.0000,0.934926138,0.0195,299.634490,47.477249,14.681
10383729,,FALSE POSITIVE,0.0000,0.734548624,0.0165,280.901790,47.526241,13.594
10405224,,FALSE POSITIVE,0.0000,0.93378068,0.0175,292.027400,47.509682,15.890
10405482,,FALSE POSITIVE,0.0000,0.93373895,0.0191,292.131930,47.563740,15.194
10405546,,FALSE POSITIVE,0.0000,0.93373718,0.0195,292.154880,47.562019,13.685
10407020,,FALSE POSITIVE,0.0000,0.933747751,0.0214,292.765350,47.512272,13.369
10407047,,FALSE POSITIVE,0.0000,0.93374699,0.0209,292.776950,47.539391,13.327
10407054,,FALSE POSITIVE,0.0000,0.933754669,0.0192,292.778990,47.552216,13.343
10407086,,FALSE POSITIVE,0.0000,0.933747395,0.0195,292.792540,47.576721,12.877
10407191,,CANDIDATE,1.0000,0.93420696,,292.832000,47.507389,17.305
10407210,,FALSE POSITIVE,0.0000,0.933728755,0.0208,292.836980,47.553940,10.959
10407221,,FALSE POSITIVE,0.0000,0.933746783,0.0162,292.844480,47.550419,15.647
10407271,,FALSE POSITIVE,0.0000,0.93376738,0.0171,292.860780,47.574570,14.985
10407430,,FALSE POSITIVE,0.0000,0.933759404,0.018,292.933960,47.514751,15.619
10407464,,FALSE POSITIVE,0.0000,0.93373711,0.0183,292.945010,47.528469,12.720
10427700,,FALSE POSITIVE,0.0000,0.616386349,0.0162,299.419860,47.562832,12.985
10462462,,FALSE POSITIVE,0.0000,0.85581563,,288.495820,47.640781,16.951
10468514,,FALSE POSITIVE,0.7010,0.84986054,0.017,291.109740,47.615490,14.319
10468885,Kepler-1284 b,CONFIRMED,1.0000,0.664074145,0.0143,291.278990,47.687649,15.645
10470882,,FALSE POSITIVE,0.0000,0.9337491,0.018,292.080990,47.613461,15.958
10470993,,FALSE POSITIVE,0.0000,0.93374417,0.0197,292.122770,47.646069,14.616
10471005,,FALSE POSITIVE,0.0000,0.93374635,0.0186,292.127840,47.614342,14.901
10471055,,FALSE POSITIVE,0.0000,0.9337465,0.0185,292.141020,47.626240,15.024
10471090,,FALSE POSITIVE,0.0000,0.93376089,0.0195,292.158290,47.672710,14.388
10471113,,FALSE POSITIVE,0.6850,0.933728196,0.019,292.166140,47.612251,15.317
10471167,,FALSE POSITIVE,0.0000,0.93374073,0.0168,292.191890,47.690102,13.007
10471174,,FALSE POSITIVE,0.0000,0.93369659,0.0182,292.195830,47.661518,15.983
10471204,,FALSE POSITIVE,0.0000,0.93371631,0.0186,292.205230,47.648300,15.824
10471243,,FALSE POSITIVE,0.0000,0.93376131,0.0181,292.220830,47.635689,15.529
10471296,,FALSE POSITIVE,0.0000,0.93377253,0.0179,292.245880,47.633430,14.644
10471345,,FALSE POSITIVE,0.0000,0.9337473,0.0174,292.263210,47.643478,15.759
10485069,,FALSE POSITIVE,,0.445277068,0.012,297.103490,47.643570,15.343
10485179,,FALSE POSITIVE,0.0000,0.445275074,0.0106,297.133270,47.628769,14.507
10527135,,FALSE POSITIVE,0.0000,0.328686504,0.009,288.416840,47.731091,15.316
10535708,,FALSE POSITIVE,0.0000,0.93373761,0.0184,292.114470,47.729462,15.609
10535858,,FALSE POSITIVE,0.0000,0.93370968,0.0143,292.166900,47.755638,15.431
10535886,,FALSE POSITIVE,0.0000,0.93376021,0.0153,292.178470,47.750751,15.446
10535897,,FALSE POSITIVE,0.0000,0.93372008,0.0187,292.183780,47.722832,13.793
10535926,,FALSE POSITIVE,0.0000,0.93373591,0.0185,292.196230,47.766590,14.920
10535991,,FALSE POSITIVE,0.0000,0.93374911,0.0183,292.227600,47.746262,15.767
10536177,,FALSE POSITIVE,0.0000,0.93372261,0.0186,292.311650,47.725830,14.862
10549924,,FALSE POSITIVE,0.0080,0.715825886,0.0153,297.220460,47.748249,13.467
10552700,,FALSE POSITIVE,0.0000,0.94808587,0.0233,297.991180,47.768749,11.601
10554967,,FALSE POSITIVE,0.0000,0.53633519,0.0127,298.653170,47.713711,15.546
10556578,,FALSE POSITIVE,0.0000,0.626431697,0.0127,299.095280,47.706791,15.594
10585738,Kepler-1415 b,CONFIRMED,0.9730,0.636424848,0.0144,285.156920,47.873329,15.744
10599397,,FALSE POSITIVE,,0.937406378,0.0179,291.636990,47.832340,14.546
10604521,,CANDIDATE,1.0000,0.868122253,0.0188,293.683560,47.833141,15.800
10613718,,FALSE POSITIVE,0.0000,0.587938916,0.0122,296.825810,47.877399,12.735
10614845,,FALSE POSITIVE,0.0000,0.573762943,0.0112,297.168400,47.821129,14.028
10617638,,FALSE POSITIVE,0.0010,0.710894157,0.0159,297.949250,47.816399,14.550
10620329,,FALSE POSITIVE,0.0000,0.436282594,0.0137,298.709230,47.840019,11.002
10647452,,CANDIDATE,0.9530,0.762950224,0.0151,282.913970,47.970299,15.556
10649230,,FALSE POSITIVE,0.0000,0.447820618,0.0111,283.898070,47.933487,12.770
10661976,,FALSE POSITIVE,0.0000,0.61566096,0.0159,290.375580,47.996696,13.740
10680424,,CANDIDATE,1.0000,0.92623983,0.0159,297.207520,47.972099,16.280
10724569,,FALSE POSITIVE,0.0000,0.745086745,0.0151,289.169860,48.066780,15.489
10729472,,FALSE POSITIVE,0.1410,0.83442282,0.0173,291.164760,48.052429,15.271
10732401,,FALSE POSITIVE,0.0000,0.933747375,0.0192,292.328640,48.021519,14.740
10743597,,FALSE POSITIVE,0.0000,0.817026268,0.0169,296.382290,48.045311,15.488
10743600,,FALSE POSITIVE,0.0000,0.8170226,0.0171,296.383480,48.044006,17.206
10785538,,FALSE POSITIVE,0.0000,0.522457732,0.0125,286.665680,48.144581,13.343
10794405,,FALSE POSITIVE,0.0000,0.952377862,0.0184,290.688660,48.199200,14.713
10847907,,FALSE POSITIVE,0.0000,0.535493486,0.0144,285.251920,48.286209,13.390
10858737,,FALSE POSITIVE,0.0000,0.952378454,0.0203,290.706510,48.226559,13.541
10858785,,FALSE POSITIVE,0.0000,0.952371227,0.019,290.725190,48.210411,15.868
10858803,,FALSE POSITIVE,0.0000,0.952374508,0.0175,290.733640,48.207378,15.611
10867017,,FALSE POSITIVE,0.0000,0.876941133,0.0183,294.214420,48.258179,14.978
10877024,,FALSE POSITIVE,0.0000,0.786483923,0.0171,297.566280,48.288342,13.504
10879208,,FALSE POSITIVE,0.0000,0.668483615,0.0145,298.258030,48.217361,15.905
10879213,,FALSE POSITIVE,0.0000,0.668483494,0.015,298.259920,48.218964,18.792
10879656,,FALSE POSITIVE,0.0000,0.364860478,0.0086,298.397740,48.212318,14.823
10920420,,FALSE POSITIVE,0.0000,0.9438885,0.0216,292.006740,48.306309,12.521
10924340,,FALSE POSITIVE,0.0000,0.750744255,0.0162,293.808840,48.365620,13.941
10924400,,FALSE POSITIVE,0.0000,0.750737313,0.0153,293.825870,48.344360,12.306
10936786,,FALSE POSITIVE,0.0000,0.569961046,0.0135,298.463410,48.321850,13.333
10964265,,FALSE POSITIVE,0.1330,0.637487312,0.0147,285.546300,48.410851,15.315
10975146,Kepler-808 b,CONFIRMED,1.0000,0.63133171,0.0116,291.594090,48.445610,14.285
10991239,,FALSE POSITIVE,,0.523629052,0.0154,298.235170,48.497890,10.863
10991989,,FALSE POSITIVE,0.0000,0.974477904,0.0293,298.527130,48.418591,10.282
10992011,,FALSE POSITIVE,0.0000,0.974479091,0.0177,298.535490,48.419479,14.655
11017094,,FALSE POSITIVE,0.0000,0.708563091,0.0139,284.749420,48.558128,15.017
11027270,,FALSE POSITIVE,,0.533628226,0.0144,290.646420,48.597092,11.299
11027722,,FALSE POSITIVE,0.0000,0.678137665,0.0146,290.905820,48.531811,14.291
11030475,,CANDIDATE,0.9900,0.76196247,0.0152,292.239930,48.511570,15.498
11076176,,FALSE POSITIVE,0.0000,0.699985822,0.0143,287.576570,48.679379,15.667
11137065,,FALSE POSITIVE,0.0000,0.933732791,0.0173,291.616460,48.775639,14.812
11144439,,FALSE POSITIVE,0.0000,0.609125246,0.0135,295.061800,48.798168,15.640
11145726,,FALSE POSITIVE,0.0000,0.619618218,0.0169,295.603910,48.718151,13.705
11151677,,FALSE POSITIVE,0.0000,0.720460644,0.0163,297.722140,48.710258,14.828
11180361,,CANDIDATE,1.0000,0.533059312,0.0167,286.019200,48.866741,7.748
11193447,,FALSE POSITIVE,,0.312941621,0.0092,293.381530,48.824760,13.397
11197853,,CANDIDATE,1.0000,0.698461304,0.02,295.342220,48.856152,13.586
